Pascual	0.0	0.0	0.0	0.0	0	0	3
Deorum	0.0	0.0	0.0	0.0	0	0	1
Ther	0.0	0.0	0.0	0.0	0	0	1
appertain	0.0	0.0	0.0	0.0	0	0	1
Seis	0.0	0.0	0.0	0.0	0	0	1
limitless	0.0	0.0	0.0	0.0	0	0	1
cinematic	0.0	0.0	0.0	0.0	0	0	1
simplify	0.0	0.0	0.0	0.0	0	0	6
mouth	0.0	0.0	0.0	0.0	0	0	3
Pandora	0.0	0.0	0.0	0.0	0	0	3
singer	0.0	0.0	0.0	0.0	0	0	14
blue-series	0.0	0.0	0.0	0.0	0	0	1
scream	0.0	0.0	0.0	0.0	0	0	1
saying	0.0	0.0	0.0	0.0	0	0	1
Markt	0.0	0.0	0.0	0.0	0	0	1
Resources	0.0	0.0	0.0	0.0	0	0	3
hi-tech	0.0	0.0	0.0	0.0	0	0	1
rich	0.0	0.0	0.0	0.0	0	0	15
rice	0.0	0.0	0.0	0.0	0	0	9
plate	0.04	0.463316722283	0.24	0.234488764604	1	6	25
Bergin	0.0	0.0	0.0	0.0	0	0	1
umbilical	0.0	0.0	0.0	0.0	0	0	1
photoelectric	0.0	0.0	0.0	0.0	0	0	2
altogether	0.0	0.0	0.0	0.0	0	0	3
droning	0.0	0.0	0.0	0.0	0	0	1
Scholz-Ahrens	0.0	0.0	0.0	0.0	0	0	1
Rix	0.0	0.0	0.0	0.0	0	0	1
bromotrifluoride	0.0	0.0	0.0	0.0	0	0	1
patch	0.142857142857	0.806205641936	0.285714285714	0.357704194688	1	2	7
Whigs	0.0	0.0	0.0	0.0	0	0	1
sensitivity	0.0	0.0	0.0	0.0	0	0	2
pinot	0.0	0.0	0.0	0.0	0	0	1
Anderson	0.0	0.0	0.0	0.0	0	0	5
irk	0.0	0.0	0.0	0.0	0	0	1
solenoid	0.0	0.0	0.0	0.0	0	0	2
Advanced	0.0	0.0	0.0	0.0	0	0	4
wage	0.0	0.0	0.0	0.0	0	0	3
extend	0.0	0.0	0.0	0.0	0	0	12
nature	0.0571428571429	0.71313185983	0.257142857143	0.288562609831	2	9	35
superficial	0.0	0.0	0.0	0.0	0	0	1
extent	0.105263157895	0.888175445397	0.263157894737	0.325632564725	2	5	19
Bronx	0.0	0.0	0.0	0.0	0	0	1
planetboredom.net	0.0	0.0	0.0	0.0	0	0	2
Miltary	0.0	0.0	0.0	0.0	0	0	1
tyranny	0.0	0.0	0.0	0.0	0	0	3
.82	0.0	0.0	0.0	0.0	0	0	1
ideophone	0.0	0.0	0.0	0.0	0	0	3
Laura	0.0	0.0	0.0	0.0	0	0	2
98-99	0.0	0.0	0.0	0.0	0	0	1
Logansport	0.0	0.0	0.0	0.0	0	0	1
tyranno	0.0	0.0	0.0	0.0	0	0	1
Pebble	0.0	0.0	0.0	0.0	0	0	5
gopher	0.0	0.0	0.0	0.0	0	0	4
Aatanka	0.0	0.0	0.0	0.0	0	0	1
basque	0.0	0.0	0.0	0.0	0	0	5
union	0.0	0.0	0.0	0.0	0	0	13
fro	0.0	0.0	0.0	0.0	0	0	1
cue	0.0	0.0	0.0	0.0	0	0	6
.	0.0	0.0	0.0	0.0	0	0	7675
much	0.0825688073394	0.999271242568	0.357798165138	0.948964751796	9	39	109
destructible	0.0	0.0	0.0	0.0	0	0	1
Christopher	0.0	0.0	0.0	0.0	0	0	3
fry	0.0	0.0	0.0	0.0	0	0	7
allelic	0.0	0.0	0.0	0.0	0	0	1
Poseidon	0.0	0.0	0.0	0.0	0	0	1
retrospect	0.0	0.0	0.0	0.0	0	0	1
spit	0.0	0.0	0.0	0.0	0	0	2
fibroblast	0.0	0.0	0.0	0.0	0	0	3
Hieronymus	0.0	0.0	0.0	0.0	0	0	2
spin	0.0	0.0	0.0	0.0	0	0	16
participatory	0.0	0.0	0.0	0.0	0	0	3
by-election	0.0	0.0	0.0	0.0	0	0	1
1670	0.0	0.0	0.0	0.0	0	0	1
professionally	0.0	0.0	0.0	0.0	0	0	2
employ	0.0	0.0	0.0	0.0	0	0	30
droppin	0.0	0.0	0.0	0.0	0	0	1
P.P.	0.0	0.0	0.0	0.0	0	0	1
Pikes	0.0	0.0	0.0	0.0	0	0	4
elaborate	0.0	0.0	0.0	0.0	0	0	4
Evzoni	0.0	0.0	0.0	0.0	0	0	1
pancake.it	0.0	0.0	0.0	0.0	0	0	1
Blofeld	0.0	0.0	0.0	0.0	0	0	1
eighteen	0.0	0.0	0.0	0.0	0	0	2
tankmate	0.0	0.0	0.0	0.0	0	0	1
EmpireVijayanagara	0.0	0.0	0.0	0.0	0	0	1
memorial	0.0	0.0	0.0	0.0	0	0	1
Valley	0.0	0.0	0.0	0.0	0	0	11
remand	0.0	0.0	0.0	0.0	0	0	1
Tahitian	0.0	0.0	0.0	0.0	0	0	1
split	0.0	0.0	0.0	0.0	0	0	17
codename	0.0	0.0	0.0	0.0	0	0	1
myocardial	0.0	0.0	0.0	0.0	0	0	1
chauvinistic	0.0	0.0	0.0	0.0	0	0	1
workforce	0.0	0.0	0.0	0.0	0	0	6
Persil	0.0	0.0	0.0	0.0	0	0	3
Persia	1.0	0.969694916785	1.0	0.713036605469	1	1	1
western-themed	0.0	0.0	0.0	0.0	0	0	1
Dahinden	0.0	0.0	0.0	0.0	0	0	1
academic	0.2	0.990366368889	0.333333333333	0.560473657804	3	5	15
Elfen	0.0	0.0	0.0	0.0	0	0	1
Table	0.0	0.0	0.0	0.0	0	0	1
corporate	0.0	0.0	0.0	0.0	0	0	7
plaque	0.0	0.0	0.0	0.0	0	0	1
bellow	0.0	0.0	0.0	0.0	0	0	1
golden	0.0	0.0	0.0	0.0	0	0	4
????	0.0	0.0	0.0	0.0	0	0	1
kluskus	0.0	0.0	0.0	0.0	0	0	1
B.C.E.	0.0	0.0	0.0	0.0	0	0	1
1488-1513	0.0	0.0	0.0	0.0	0	0	1
sweetly-struck	0.0	0.0	0.0	0.0	0	0	1
Perreo	0.0	0.0	0.0	0.0	0	0	1
Oscar	0.0	0.0	0.0	0.0	0	0	5
advancement	0.0	0.0	0.0	0.0	0	0	3
watercolour	0.0	0.0	0.0	0.0	0	0	1
Scharlau	0.0	0.0	0.0	0.0	0	0	1
Connecticut	0.0	0.0	0.0	0.0	0	0	3
beloved	1.0	0.969694916785	1.0	0.713036605469	1	1	1
scherzando	0.0	0.0	0.0	0.0	0	0	1
hat	0.0	0.0	0.0	0.0	0	0	2
municipal	0.0	0.0	0.0	0.0	0	0	4
survival	0.0	0.0	0.0	0.0	0	0	2
shadow	0.1	0.735108069428	0.6	0.96156615982	1	6	10
Muscovy	0.0	0.0	0.0	0.0	0	0	3
counter/timer	0.0	0.0	0.0	0.0	0	0	1
Steven	0.0	0.0	0.0	0.0	0	0	4
Swedish	0.0	0.0	0.0	0.0	0	0	1
unabashedly	0.0	0.0	0.0	0.0	0	0	1
attorney	0.0	0.0	0.0	0.0	0	0	9
crowd	0.0	0.0	0.0	0.0	0	0	7
czech	0.0	0.0	0.0	0.0	0	0	1
Donbass	0.0	0.0	0.0	0.0	0	0	1
crown	0.0	0.0	0.0	0.0	0	0	6
captive	0.0	0.0	0.0	0.0	0	0	5
choctaw	0.0	0.0	0.0	0.0	0	0	1
fiduciary	0.0	0.0	0.0	0.0	0	0	3
52nd	0.0	0.0	0.0	0.0	0	0	1
bottom	0.0	0.0	0.0	0.0	0	0	6
Mautern	0.0	0.0	0.0	0.0	0	0	1
monogamy	0.0	0.0	0.0	0.0	0	0	1
Watts	0.0	0.0	0.0	0.0	0	0	2
dimezone	0.0	0.0	0.0	0.0	0	0	1
Lacedaemonians	0.0	0.0	0.0	0.0	0	0	2
Reconnaissance	0.0	0.0	0.0	0.0	0	0	1
1991-95	0.0	0.0	0.0	0.0	0	0	1
Nacionales	0.0	0.0	0.0	0.0	0	0	1
anomalous	0.0	0.0	0.0	0.0	0	0	1
bicentennial	0.0	0.0	0.0	0.0	0	0	1
oneness	0.0	0.0	0.0	0.0	0	0	1
Thames	0.0	0.0	0.0	0.0	0	0	3
mbo	0.0	0.0	0.0	0.0	0	0	1
infraction	0.0	0.0	0.0	0.0	0	0	6
mbc	0.0	0.0	0.0	0.0	0	0	1
administer	0.0	0.0	0.0	0.0	0	0	6
Clintons	0.0	0.0	0.0	0.0	0	0	1
ingénieur	0.0	0.0	0.0	0.0	0	0	1
hallucinogenic	0.0	0.0	0.0	0.0	0	0	2
philostrate	0.0	0.0	0.0	0.0	0	0	1
anti-clockwise	0.0	0.0	0.0	0.0	0	0	1
fabric	0.25	0.884179570488	0.25	0.258492117361	1	1	4
altitude	0.0	0.0	0.0	0.0	0	0	8
diocese	0.0	0.0	0.0	0.0	0	0	3
tame	0.0	0.0	0.0	0.0	0	0	1
greatness	0.0	0.0	0.0	0.0	0	0	2
ur-posse	0.0	0.0	0.0	0.0	0	0	1
Kept	0.0	0.0	0.0	0.0	0	0	1
Belke	0.0	0.0	0.0	0.0	0	0	1
safeguard	0.0	0.0	0.0	0.0	0	0	1
duel	0.0	0.0	0.0	0.0	0	0	2
County	0.0	0.0	0.0	0.0	0	0	44
1600s	0.0	0.0	0.0	0.0	0	0	1
unanimous	0.0	0.0	0.0	0.0	0	0	1
duet	0.0	0.0	0.0	0.0	0	0	3
pencak	0.0	0.0	0.0	0.0	0	0	1
30m	0.0	0.0	0.0	0.0	0	0	1
passenger	0.0	0.0	0.0	0.0	0	0	23
congenita	0.0	0.0	0.0	0.0	0	0	1
Computalog	0.0	0.0	0.0	0.0	0	0	2
oxygenated	0.0	0.0	0.0	0.0	0	0	1
role	0.0	0.0	0.0	0.0	0	0	58
vegetative	0.0	0.0	0.0	0.0	0	0	1
roll	0.0	0.0	0.0	0.0	0	0	9
intend	0.0	0.0	0.0	0.0	0	0	21
ointment	0.0	0.0	0.0	0.0	0	0	1
Melbourne	0.0	0.0	0.0	0.0	0	0	7
Fraternidad	0.0	0.0	0.0	0.0	0	0	1
intent	0.0	0.0	0.0	0.0	0	0	5
Bucer	0.0	0.0	0.0	0.0	0	0	2
variable	0.0833333333333	0.691228168827	0.416666666667	0.757299218481	1	5	12
hawker	0.0	0.0	0.0	0.0	0	0	1
Gardens	0.0	0.0	0.0	0.0	0	0	4
shootout	0.0	0.0	0.0	0.0	0	0	1
Sudanese	0.0	0.0	0.0	0.0	0	0	1
corps	0.0	0.0	0.0	0.0	0	0	4
whoever	0.0	0.0	0.0	0.0	0	0	1
disaster-related	0.0	0.0	0.0	0.0	0	0	1
chair	0.0	0.0	0.0	0.0	0	0	5
ballet	0.0	0.0	0.0	0.0	0	0	1
Tourist	0.0	0.0	0.0	0.0	0	0	1
freelance	0.0	0.0	0.0	0.0	0	0	1
crater	0.0	0.0	0.0	0.0	0	0	2
cité	0.0	0.0	0.0	0.0	0	0	1
fully-compliant	0.0	0.0	0.0	0.0	0	0	1
oversight	0.0	0.0	0.0	0.0	0	0	1
MKULTRA	0.0	0.0	0.0	0.0	0	0	1
clan-based	0.0	0.0	0.0	0.0	0	0	1
flatbed	0.0	0.0	0.0	0.0	0	0	1
choice	0.0	0.0	0.0	0.0	0	0	16
hardwork	0.0	0.0	0.0	0.0	0	0	1
mobilise	0.0	0.0	0.0	0.0	0	0	1
homogenise	0.0	0.0	0.0	0.0	0	0	1
exact	0.0	0.0	0.0	0.0	0	0	3
minute	0.0	0.0	0.0	0.0	0	0	25
Intercontinental	0.0	0.0	0.0	0.0	0	0	1
Organized	0.0	0.0	0.0	0.0	0	0	1
jaggery/sugar	0.0	0.0	0.0	0.0	0	0	1
Tal	0.0	0.0	0.0	0.0	0	0	2
multiprocessing	0.0	0.0	0.0	0.0	0	0	1
Box	0.0	0.0	0.0	0.0	0	0	4
meadow	0.0	0.0	0.0	0.0	0	0	1
RSCG	0.0	0.0	0.0	0.0	0	0	1
roundworm	0.0	0.0	0.0	0.0	0	0	3
M.	0.0	0.0	0.0	0.0	0	0	16
incrementally	0.0	0.0	0.0	0.0	0	0	1
runka	0.0	0.0	0.0	0.0	0	0	1
celebrated	0.5	0.940308231639	1.0	0.917652010199	1	2	2
polygonal	0.0	0.0	0.0	0.0	0	0	3
wayward	0.0	0.0	0.0	0.0	0	0	2
States.Robeson	0.0	0.0	0.0	0.0	0	0	1
ground	0.0	0.0	0.0	0.0	0	0	30
boost	0.0	0.0	0.0	0.0	0	0	4
unintentionally	0.0	0.0	0.0	0.0	0	0	1
annalen	0.0	0.0	0.0	0.0	0	0	1
intrapersonal	0.0	0.0	0.0	0.0	0	0	1
honour	0.0	0.0	0.0	0.0	0	0	1
Mi	0.0	0.0	0.0	0.0	0	0	1
Mu	0.0	0.0	0.0	0.0	0	0	2
Mr	0.0	0.0	0.0	0.0	0	0	2
podophyllin	0.0	0.0	0.0	0.0	0	0	1
plunger	0.0	0.0	0.0	0.0	0	0	1
Webb	0.0	0.0	0.0	0.0	0	0	1
Photofacts	0.0	0.0	0.0	0.0	0	0	1
MC	0.0	0.0	0.0	0.0	0	0	1
Cascade	0.0	0.0	0.0	0.0	0	0	3
MI	0.0	0.0	0.0	0.0	0	0	1
Mere	0.0	0.0	0.0	0.0	0	0	2
queue	0.0	0.0	0.0	0.0	0	0	2
MV	0.0	0.0	0.0	0.0	0	0	1
MP	0.0	0.0	0.0	0.0	0	0	2
Malolos	0.0	0.0	0.0	0.0	0	0	1
influx	0.0	0.0	0.0	0.0	0	0	4
Giulio	0.0	0.0	0.0	0.0	0	0	1
Thornton	0.0	0.0	0.0	0.0	0	0	1
Giulia	0.0	0.0	0.0	0.0	0	0	1
self-sufficient	0.0	0.0	0.0	0.0	0	0	3
debt-based	0.0	0.0	0.0	0.0	0	0	2
August	0.0	0.0	0.0	0.0	0	0	37
wane	0.0	0.0	0.0	0.0	0	0	1
Munson	0.0	0.0	0.0	0.0	0	0	1
highlands.Academia	0.0	0.0	0.0	0.0	0	0	1
Pinsk	0.0	0.0	0.0	0.0	0	0	2
Cripps	0.0	0.0	0.0	0.0	0	0	2
Iris	0.0	0.0	0.0	0.0	0	0	2
Megleno-Romanian	0.0	0.0	0.0	0.0	0	0	1
creams.julia	0.0	0.0	0.0	0.0	0	0	1
Bénichou	0.0	0.0	0.0	0.0	0	0	3
Poulton	0.0	0.0	0.0	0.0	0	0	3
assimilation	0.0	0.0	0.0	0.0	0	0	1
terman	0.0	0.0	0.0	0.0	0	0	1
Gagah	0.0	0.0	0.0	0.0	0	0	1
Podengo	0.0	0.0	0.0	0.0	0	0	1
originally	0.0	0.0	0.0	0.0	0	0	18
abortion	0.0	0.0	0.0	0.0	0	0	8
tinamou	0.0	0.0	0.0	0.0	0	0	3
valorem	0.0	0.0	0.0	0.0	0	0	1
following	0.0	0.0	0.0	0.0	0	0	3
patativa	0.0	0.0	0.0	0.0	0	0	1
parachute	0.0	0.0	0.0	0.0	0	0	5
Symphony	0.0	0.0	0.0	0.0	0	0	5
admirer	0.0	0.0	0.0	0.0	0	0	1
grandisquamis	0.0	0.0	0.0	0.0	0	0	1
Amamiya	0.0	0.0	0.0	0.0	0	0	1
Rimas	0.0	0.0	0.0	0.0	0	0	1
septic	0.0	0.0	0.0	0.0	0	0	1
Munch	0.0	0.0	0.0	0.0	0	0	4
epidemiologic	0.0	0.0	0.0	0.0	0	0	1
Corporate	0.0	0.0	0.0	0.0	0	0	2
Captain	0.0	0.0	0.0	0.0	0	0	5
conscious	0.0	0.0	0.0	0.0	0	0	1
conservative-protestant	0.0	0.0	0.0	0.0	0	0	1
quadrant	0.0	0.0	0.0	0.0	0	0	1
swollen	0.0	0.0	0.0	0.0	0	0	2
skirmish	0.0	0.0	0.0	0.0	0	0	2
manga	0.0	0.0	0.0	0.0	0	0	6
hyperresonance	0.0	0.0	0.0	0.0	0	0	1
Elias	0.0	0.0	0.0	0.0	0	0	2
Cromwell	0.0	0.0	0.0	0.0	0	0	1
close-in	0.0	0.0	0.0	0.0	0	0	1
overlord	0.0	0.0	0.0	0.0	0	0	1
disconnect	0.0	0.0	0.0	0.0	0	0	2
partial-birth	0.0	0.0	0.0	0.0	0	0	1
Agencies	0.0	0.0	0.0	0.0	0	0	1
medallist	0.0	0.0	0.0	0.0	0	0	1
suspension	0.0	0.0	0.0	0.0	0	0	2
troubled	0.333333333333	0.911812112432	0.333333333333	0.362522927124	1	1	3
Veil	0.0	0.0	0.0	0.0	0	0	1
apron	0.0	0.0	0.0	0.0	0	0	1
civilian	0.0	0.0	0.0	0.0	0	0	10
Deutsche	0.0	0.0	0.0	0.0	0	0	1
indigenous	0.181818181818	0.957883181587	0.272727272727	0.347243774016	2	3	11
Gordon	0.0	0.0	0.0	0.0	0	0	6
Webster	0.0	0.0	0.0	0.0	0	0	1
\	0.0	0.0	0.0	0.0	0	0	223
Hijaz	0.0	0.0	0.0	0.0	0	0	1
Lesotho	0.0	0.0	0.0	0.0	0	0	1
Hijab	0.0	0.0	0.0	0.0	0	0	1
quarter	0.125	0.781773512869	0.25	0.281947329029	1	2	8
quartet	0.0	0.0	0.0	0.0	0	0	1
retrieve	0.0	0.0	0.0	0.0	0	0	20
receipt	0.0	0.0	0.0	0.0	0	0	2
Live	0.0	0.0	0.0	0.0	0	0	2
ExitExchange	0.0	0.0	0.0	0.0	0	0	1
sponsor	0.0	0.0	0.0	0.0	0	0	7
x-seed	0.0	0.0	0.0	0.0	0	0	1
Michigan	0.0	0.0	0.0	0.0	0	0	8
seriously	0.0	0.0	0.0	0.0	0	0	5
trauma	0.0	0.0	0.0	0.0	0	0	4
internet	0.25	0.995014882303	0.5	0.901723584122	3	6	12
columbarium	0.0	0.0	0.0	0.0	0	0	1
disintegrated	0.0	0.0	0.0	0.0	0	0	1
blessing.Pareles	0.0	0.0	0.0	0.0	0	0	1
Trepil	0.0	0.0	0.0	0.0	0	0	1
snooker	0.0	0.0	0.0	0.0	0	0	4
byte	0.0	0.0	0.0	0.0	0	0	1
thatching	0.0	0.0	0.0	0.0	0	0	1
Fussell	0.0	0.0	0.0	0.0	0	0	1
modest	0.333333333333	0.911812112432	0.333333333333	0.362522927124	1	1	3
initiate	0.0	0.0	0.0	0.0	0	0	4
Kepler	0.0	0.0	0.0	0.0	0	0	1
neglect	0.0	0.0	0.0	0.0	0	0	2
emotion	0.0	0.0	0.0	0.0	0	0	6
Nurul	0.0	0.0	0.0	0.0	0	0	1
symmetry	0.0	0.0	0.0	0.0	0	0	2
onf	0.0	0.0	0.0	0.0	0	0	1
reprisal	0.0	0.0	0.0	0.0	0	0	1
one	0.121442125237	1.0	0.313092979127	0.907592851299	64	165	527
Calderón	0.0	0.0	0.0	0.0	0	0	3
mensural	1.0	0.969694916785	1.0	0.713036605469	1	1	1
Monday	0.0	0.0	0.0	0.0	0	0	5
